location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Must target non-mechanical units.,Целью может быть только органическая боевая единица.,,False,,,
,Must target units with energy.,Целью может быть только боевая единица с энергией.,,False,,,
,Medic,Medic,,False,,,
,Medic Heal,Medic Heal,,False,,,
,Cast Disruption Web,Cast Disruption Web,,False,,,
,Cast Mind Control,Cast Mind Control,,False,,,
,Warping Dark Archon,Warping Dark Archon,,False,,,
,Cast Feedback,Cast Feedback,,False,,,
,Cast Optical Flare,Cast Optical Flare,,False,,,
,Cast Shockwave,Cast Shockwave,,False,,,
,Heal Move,Heal Move,,False,,,
,Medic Hold Position,Medic Hold Position,,False,,,
,Seeking To: %s,Поиск: %s,,False,,,
,Player,Игрок,,False,,,
,APM,APM,,False,,,
,EPM,Эфф. действ./мин.,,False,,,
,Research Cloaking Field\n(Wraith ability),Исследовать «Маскировочное поле»\n(способность «Миражей»),,False,,,
,Research Personnel Cloaking\n(Ghost ability),Исследовать личную маскировку\n(способность призраков),,False,,,
,Use Stim Packs,Стимуляторы,,False,,,
,Use Spider Mines,Паучьи мины,,False,,,
,Scanner Sweep (Detector),Спутниковое сканирование (детектор),,False,,,
,Activate Defensive Matrix,Защитная матрица,,False,,,
,Activate EMP Shockwave,Волна ЭМИ,,False,,,
,Siege Mode,Siege Mode,,False,,,
,Tank Mode,Tank Mode,,False,,,
,Cloak,Cloak,,False,,,
,Bengalaas,Бенгалаас,,False,,,
,Unused,Не используется,,False,,,
,Scantid,Скантид,,False,,,
,Map Revealer,Обнаружитель,,False,,,
,Gerard DuGalle,Жерар Дюгалль,,False,,,
,Zerg Lurker,Скрытень,,False,,,
,Infested Duran,Зараженный Дюран,,False,,,
,Zerg Extractor,Экстрактор,,False,,,
,Mature Chrysalis,Зрелая хризалида,,False,,,
,Protoss Photon Cannon,Фотонная пушка,,False,,,
,Protoss Robotics Support Bay,Робототехнический узел,,False,,,
,Stim Packs:\n   Research at Academy,Стимуляторы\n   Исследуются в академии,,False,,,
,Lockdown:\n   Research at Covert Ops,Замыкание\n   Исследуется в штабе спецопераций,,False,,,
,Spider Mines:\n   Research at Machine Shop,Паучьи мины\n   Исследуются в мастерской,,False,,,
,Siege Mode:\n   Research at Machine Shop,Осадный режим\n   Исследуется в мастерской,,False,,,
,Defensive Matrix:\n   Research at Science Facility,Защитная матрица\n  Исследуется в лаборатории,,False,,,
,EMP Shockwave:\n   Research at Science Facility,Волна ЭМИ\n   Исследуется в лаборатории,,False,,,
,Irradiate:\n   Research at Science Facility,Облучение\n   Исследуется в лаборатории,,False,,,
,Protoss Shield Battery,Батарея щитов,,False,,,
,Independent Starport,Нейтральный космопорт,,False,,,
,Jump Gate,Прыжковые врата,,False,,,
,Terran Beacon,Маяк,,False,,,
,Protoss Beacon,Маяк,,False,,,
,Psionic Shockwave,Псионная ударная волна,,False,,,
,Dual Photon Blasters,Спаренные фотонные бластеры,,False,,,
,Scarab,Scarab,,False,,,
,Research Defensive Matrix\n(Science Vessel ability),Исследовать «Защитную матрицу»\n(способность научных судов),,False,,,
,Research Irradiate\n(Science Vessel ability),Исследовать «Облучение»\n(способность научных судов),,False,,,
,Research Yamato Gun\n(Battlecruiser ability),Исследовать орудия «Ямато»\n(способность крейсеров),,False,,,
,Yamato Gun:\n   Research at Physics Lab,Орудие «Ямато»\n   Исследуется в физической лаборатории,,False,,,
,Decloak,Decloak,,False,,,
,Cloaking Field:\n   Research at Control Tower,Маскировочное поле\n   Исследуется в диспетчерской вышке,,False,,,
,Personnel Cloaking:\n   Research at Covert Ops,Личная маскировка\n   Исследуется в штабе спецопераций,,False,,,
,Burrowing,Закапывание,,False,,,
,Infestation,Заражение,,False,,,
,Spawn Broodling,Порождение симбионтов,,False,,,
,Parasite,Паразит,,False,,,
,Plague,Чума,,False,,,
,Consume,Поглощение,,False,,,
,Ensnare,Опутывание,,False,,,
,Evolve Burrow\n(Ground unit ability),Развить закапывание\n(способность наземных войск),,False,,,
,Evolve Infestation\n(Queen ability),Развить «Заражение»\n(способность королев),,False,,,
,Evolve Spawn Broodling\n(Queen ability),Развить «Порождение симбионтов»\n(способность королев),,False,,,
,Evolve Dark Swarm\n(Defiler ability),Развить «Темный рой»\n(способность осквернителей),,False,,,
,Evolve Parasite\n(Queen ability),Развить «Паразита»\n(способность королев),,False,,,
,Evolve Plague\n(Defiler ability),Развить «Чуму»\n(способность осквернителей),,False,,,
,Evolve Ensnare\n(Queen ability),Развить «Опутывание»\n(способность королев),,False,,,
,Evolve Consume\n(Defiler ability),Развить «Поглощение»\n(способность осквернителей),,False,,,
,Burrow:\n   Evolve at Hatchery,Закапывание\n   Развивается в инкубаторе,,False,,,
,Burrow,Burrow,,False,,,
,Unburrow,Unburrow,,False,,,
,Infest Terran Command Center,Заразить командный центр,,False,,,
,Spawn Broodlings,Порождение симбионтов,,False,,,
,Infest:\n   Evolve at Queen's Nest,Заражение\n   Развивается в гнезде королев,,False,,,
,Spawn Broodlings:\n   Evolve at Queen's Nest,Порождение симбионтов\n   Развивается в гнезде королев,,False,,,
,Dark Swarm:\n   Evolve at Defiler Mound,Темный рой\n   Развивается в логове осквернителей,,False,,,
,Parasite:\n   Evolve at Queen's Nest,Паразит\n   Развивается в гнезде королев,,False,,,
,Plague:\n   Evolve at Defiler Mound,Чума\n   Развивается в логове осквернителей,,False,,,
,Consume:\n[5]Evolve at Defiler Mound,Поглощение\n[5] Развивается в логове осквернителей,,False,,,
,Ensnare:\n   Evolve at Queen's Nest,Опутывание\n   Развивается в гнезде королев,,False,,,
,Psionic Storm,Псионный шторм,,False,,,
,Hallucination,Иллюзия,,False,,,
,Recall,Возврат,,False,,,
,Stasis Field,Поле стазиса,,False,,,
,Archon Warp,Перерождение в архонта,,False,,,
,Develop Psionic Storm\n(Templar ability),Разработать «Псионный шторм»\n(способность тамплиеров),,False,,,
,Develop Hallucination\n(Templar ability),Разработать «Иллюзию»\n(способность тамплиеров),,False,,,
,Develop Recall\n(Arbiter ability),Разработать «Возврат»\n(способность «Арбитров»),,False,,,
,Develop Stasis Field\n(Arbiter ability),Разработать «Поле стазиса»\n(способность «Арбитров»),,False,,,
,Develop Archon Warp\n(Templar ability),Разработать перерождение в архонта\n(способность тамплиеров),,False,,,
,Psionic Storm:\n   Develop at Templar Archives,Псионный шторм\n   Разрабатывается в архивах тамплиеров,,False,,,
,Hallucination:\n   Develop at Templar Archives,Иллюзия\n   Разрабатывается в архивах тамплиеров,,False,,,
,Recall:\n   Develop at Arbiter Tribunal,Возврат\n   Разрабатывается в трибунале арбитров,,False,,,
,Stasis Field:\n   Develop at Arbiter Tribunal,Поле стазиса\n   Разрабатывается в трибунале арбитров,,False,,,
,Archon Warp:\n   Research at Templar Archives,Перерождение в архонта\n   Исследуется в архивах тамплиеров,,False,,,
,Archon Warp:\n   Select 2 or more Templars,Перерождение в архонта\n   Выберите 2 или более тамплиеров,,False,,,
,Terran Infantry Armor,Броня пехоты терранов,,False,,,
,Terran Vehicle Plating,Обшивка наземной техники терранов,,False,,,
,Terran Ship Plating,Обшивка воздушной техники терранов,,False,,,
,Zerg Carapace,Панцирь зергов,,False,,,
,Zerg Flyer Carapace,Панцирь воздушных войск,,False,,,
,Protoss Armor,Броня протоссов,,False,,,
,Protoss Plating,Обшивка протоссов,,False,,,
,Terran Infantry Weapons,Вооружение пехоты терранов,,False,,,
,Terran Vehicle Weapons,Вооружение наземной техники терранов,,False,,,
,Terran Ship Weapons,Вооружение воздушной техники терранов,,False,,,
,Zerg Melee Attacks,Атака ближнего боя зергов,,False,,,
,Zerg Missile Attacks,Атака дальнего боя зергов,,False,,,
,Zerg Flyer Attacks,Атака воздушных войск зергов,,False,,,
,Protoss Ground Weapons,Вооружение наземных войск протоссов,,False,,,
,Protoss Air Weapons,Вооружение воздушных войск протоссов,,False,,,
,Protoss Plasma Shields,Плазменные щиты протоссов,,False,,,
,U-238 Shells,Патроны U-238,,False,,,
,Ion Thrusters,Ионные ускорители,,False,,,
,Titan Reactor,Реактор «Титан»,,False,,,
,Ocular Implants,Глазные импланты,,False,,,
,Moebius Reactor,Реактор «Мебиус»,,False,,,
,Apollo Reactor,Реактор «Аполлон»,,False,,,
,Colossus Reactor,Реактор «Колосс»,,False,,,
,Ventral Sacs,Брюшные мешки,,False,,,
,Antennae,Усики,,False,,,
,Pneumatized Carapace,Облегченный панцирь,,False,,,
,Metabolic Boost,Ускоренный метаболизм,,False,,,
,Adrenal Glands,Адреналиновые железы,,False,,,
,Muscular Augments,Наращивание мускулов,,False,,,
,Grooved Spines,Полые костяные иглы,,False,,,
,Gamete Meiosis,Деление половых клеток,,False,,,
,Metasynaptic Node,Метасинаптические узлы,,False,,,
,Singularity Charge,Сингулярный заряд,,False,,,
,Leg Enhancements,Ножные импланты,,False,,,
,Scarab Damage,Урон скарабея,,False,,,
,Reaver Capacity,Вместимость опустошителей,,False,,,
,Gravitic Drive,Гравипривод,,False,,,
,Sensor Array,Сенсорная матрица,,False,,,
,Gravitic Boosters,Гравиускорители,,False,,,
,Khaydarin Amulet,Кайдариновый амулет,,False,,,
,Apial Sensors,Высокоточные сенсоры,,False,,,
,Gravitic Thrusters,Гравиускорители,,False,,,
,Carrier Capacity,Вместимость авианосцев,,False,,,
,Khaydarin Core,Кайдариновое ядро,,False,,,
,Upgrade Infantry Armor,Улучшить броню пехоты,,False,,,
,Upgrade Vehicle Plating,Улучшить обшивку наземной техники,,False,,,
,Upgrade Ship Plating,Улучшить обшивку воздушной техники,,False,,,
,Evolve Carapace,Улучшить панцирь,,False,,,
,Evolve Flyer Carapace,Улучшить панцирь воздушных войск,,False,,,
,Upgrade Ground Armor,Улучшить броню наземных войск,,False,,,
,Upgrade Air Armor,Улучшить броню воздушных войск,,False,,,
,Upgrade Infantry Weapons,Улучшить вооружение пехоты,,False,,,
,Upgrade Vehicle Weapons,Улучшить вооружение наземной техники,,False,,,
,Upgrade Ship Weapons,Улучшить вооружение воздушной техники,,False,,,
,Upgrade Melee Attacks,Улучшить атаку ближнего боя,,False,,,
,Upgrade Missile Attacks,Улучшить атаку дальнего боя,,False,,,
,Upgrade Flyer Attacks,Улучшить атаку воздушных войск,,False,,,
,Upgrade Ground Weapons,Улучшить вооружение наземных войск,,False,,,
,Upgrade Air Weapons,Улучшить вооружение воздушных войск,,False,,,
,Upgrade Plasma Shields,Улучшить плазменные щиты,,False,,,
,Research U-238 Shells\n(Increase Marine attack range),Исследовать патроны U1-238\n(увеличивают дальность атаки морпехов),,False,,,
,Research Ion Thrusters\n(Faster Vulture movement),Исследовать ионные ускорители \n(повышают скорость передвижения «Стервятников»),,False,,,
,Research Burst Lasers\n(Wraith Weapon),Исследовать импульсные лазеры\n(оружие «Миражей»),,False,,,
,Research Titan Reactor\n(+50 Science Vessel energy),Исследовать реактор «Титан»\n(+50 ед. к запасу энергии научных судов),,False,,,
,Research Moebius Reactor\n(+50 Ghost energy),Исследовать реактор Мебиуса\n(+50 ед. к запасу энергии призраков),,False,,,
,Research Ocular Implants\n(Increase Ghost sight range),Исследовать глазные импланты\n(увеличивают дальность обзора призраков),,False,,,
,Research Apollo Reactor\n(+50 Wraith energy),Исследовать реактор «Аполлон»\n(+50 ед. к запасу энергии «Миражей»),,False,,,
,Research Colossus Reactor\n(+50 Battlecruiser energy),Исследовать реактор «Колосс»\n(+50 ед. к запасу энергии крейсеров),,False,,,
,Evolve Ventral Sacs\n(Transporting for Overlord),Развить брюшные мешки \n(позволяют надзирателям переносить войска),,False,,,
,Evolve Antennae\n(Increase Overlord sight range),Развить усики \n(увеличивают дальность обзора надзирателей),,False,,,
,Evolve Pneumatized Carapace\n(Faster Overlord movement),Развить облегченный панцирь \n(повышает скорость передвижения надзирателей),,False,,,
,Evolve Metabolic Boost\n(Faster Zergling movement),Развить ускоренный метаболизм \n(повышает скорость передвижения зерглингов),,False,,,
,Evolve Adrenal Glands\n(Faster Zergling Attack),Развить адреналиновые железы \n(повышают скорость атаки зерглингов),,False,,,
,Evolve Muscular Augments\n(Faster Hydralisk movement),Развить наращивание мускулов \n(повышает скорость передвижения гидралисков),,False,,,
,Evolve Grooved Spines\n(Increase Hydralisk attack range),Развить полые костяные иглы \n(увеличивают дальность атаки гидралисков),,False,,,
,Evolve Gamete Meiosis\n(+50 Queen energy),Развить деление половых клеток \n(+50 ед. к запасу энергии королев),,False,,,
,Evolve Metasynaptic Node\n(+50 Defiler energy),Развить метасинаптические узлы \n(+50 ед. к запасу энергии осквернителей),,False,,,
,Develop Singularity Charge\n(Increase Dragoon attack range),Разработать сингулярный заряд \n(увеличивает дальность атаки драгунов),,False,,,
,Develop Leg Enhancements\n(Faster Zealot movement),Разработать ножные импланты \n(повышают скорость передвижения зилотов),,False,,,
,Increase Reaver Capacity\n(+5 Max Scarabs),Увеличить вместимость опустошителей \n(+5 к максимальному числу скарабеев),,False,,,
,Develop Gravitic Drive\n(Faster Shuttle movement),Разработать гравипривод \n(повышает скорость передвижения челноков),,False,,,
,Develop Sensor Array\n(Increase Observer sight range),Разработать сенсорную матрицу \n(увеличивает дальность обзора наблюдателей),,False,,,
,Develop Gravitic Booster\n(Faster Observer movement),Разработать гравитационный нагнетатель \n(повышает скорость передвижения наблюдателей),,False,,,
,Develop Khaydarin Amulet\n(+50 Templar energy),Разработать кайдариновый амулет \n(+50 ед. к запасу энергии тамплиеров),,False,,,
,Develop Apial Sensors\n(Increase Scout sight range),Разработать высокоточные сенсоры \n(увеличивают дальность обзора разведчиков),,False,,,
,Develop Gravitic Thrusters\n(Faster Scout movement),Разработать гравиускорители \n(повышают скорость передвижения разведчиков),,False,,,
,Increase Carrier Capacity\n(+4 Max Interceptors),Расширить палубы авианосцев \n(+4 к максимальному числу перехватчиков),,False,,,
,Develop Khaydarin Core\n(+50 Arbiter energy),Разработать кайдариновое ядро \n(+50 ед. к запасу энергии «Арбитров»),,False,,,
,Infantry Armor L1 Require:\n   Nothing,"Броня пехоты, уровень 1\n   Нет требований",,False,,,
,Infantry Armor L2 Require:\n   Science Facility,"Броня пехоты, уровень 2\n   Требуется лаборатория",,False,,,
,Infantry Armor L3 Require:\n   Science Facility,"Броня пехоты, уровень 3\n   Требуется лаборатория",,False,,,
,Infantry Weapons L1 Require:\n   Nothing,"Вооружение пехоты, уровень 1\n   Нет требований",,False,,,
,Infantry Weapons L2 Require:\n   Science Facility,"Вооружение пехоты, уровень 2\n   Требуется лаборатория",,False,,,
,Infantry Weapons L3 Require:\n   Science Facility,"Вооружение пехоты, уровень 3\n   Требуется лаборатория",,False,,,
,Vehicle Weapons L1 Require:\n   Nothing,"Вооружение наземной техники, уровень 1\n   Нет требований",,False,,,
,Vehicle Weapons L2 Require:\n   Science Facility,"Вооружение наземной техники, уровень 2\n   Требуется лаборатория",,False,,,
,Vehicle Weapons L3 Require:\n   Science Facility,"Вооружение наземной техники, уровень 3\n   Требуется лаборатория",,False,,,
,Vehicle Plating L1 Requires:\n   Nothing,"Обшивка наземной техники, уровень 1\n   Нет требований",,False,,,
,Vehicle Plating L2 Requires:\n   Science Facility,"Обшивка наземной техники, уровень 2\n   Требуется лаборатория",,False,,,
,Vehicle Plating L3 Requires:\n   Science Facility,"Обшивка наземной техники, уровень 3\n   Требуется лаборатория",,False,,,
,Ship Weapons L1 Require:\n   Nothing,"Вооружение воздушной техники, уровень 1\n   Нет требований",,False,,,
,Ship Weapons L2 Require:\n   Science Facility,"Вооружение воздушной техники, уровень 2\n   Требуется лаборатория",,False,,,
,Ship Weapons L3 Require:\n   Science Facility,"Вооружение воздушной техники, уровень 3\n   Требуется лаборатория",,False,,,
,Ship Plating L1 Requires:\n   Nothing,"Обшивка воздушной техники, уровень 1\n   Нет требований",,False,,,
,Ship Plating L2 Requires:\n   Science Facility,"Обшивка воздушной техники, уровень 2\n   Требуется лаборатория",,False,,,
,Ship Plating L3 Requires:\n   Science Facility,"Обшивка воздушной техники, уровень 3\n   Требуется лаборатория",,False,,,
,Melee Attacks L1 Require:\n   Nothing,"Атака ближнего боя, уровень 1\n   Нет требований",,False,,,
,Melee Attacks L2 Require:\n   Lair,"Атака ближнего боя, уровень 2\n   Требуется логово",,False,,,
,Melee Attacks L3 Require:\n   Hive,"Атака ближнего боя, уровень 3\n   Требуется улей",,False,,,
,Missile Attacks L1 Require:\n   Nothing,"Атака дальнего боя, уровень 1\n   Нет требований",,False,,,
,Missile Attacks L2 Require:\n   Lair,"Атака дальнего боя, уровень 2\n   Требуется логово",,False,,,
,Missile Attacks L3 Require:\n   Hive,"Атака дальнего боя, уровень 3\n   Требуется улей",,False,,,
,Carapace L1 Requires:\n   Nothing,"Панцирь, уровень 1\n   Нет требований",,False,,,
,Carapace L2 Requires:\n   Lair,"Панцирь, уровень 2\n   Требуется логово",,False,,,
,Carapace L3 Requires:\n   Hive,"Панцирь, уровень 3\n   Требуется улей",,False,,,
,Flyer Attacks L1 Require:\n   Nothing,"Атака воздушных войск, уровень 1\n   Нет требований",,False,,,
,Flyer Attacks L2 Require:\n   Lair,"Атака воздушных войск, уровень 2\n   Требуется логово",,False,,,
,Flyer Attacks L3 Require:\n   Hive,"Атака воздушных войск, уровень 3\n   Требуется улей",,False,,,
,Flyer Carapace L1 Requires:\n   Nothing,"Панцирь воздушных войск, уровень 1\n   Нет требований",,False,,,
,Flyer Carapace L2 Requires:\n   Lair,"Панцирь воздушных войск, уровень 2\n   Требуется логово",,False,,,
,Flyer Carapace L3 Requires:\n   Hive,"Панцирь воздушных войск, уровень 3\n   Требуется улей",,False,,,
,Adrenal Glands Require:\n   Hive,Адреналиновые железы\n   Требуется улей,,False,,,
,Ground Weapons L1 Require:\n   Nothing,"Вооружение наземных войск, уровень 1\n   Нет требований",,False,,,
,Ground Weapons L2 Require:\n   Templar Archives,"Вооружение наземных войск, уровень 2\n   Требуются архивы тамплиеров",,False,,,
,Ground Weapons L3 Require:\n   Templar Archives,"Вооружение наземных войск, уровень 3\n   Требуются архивы тамплиеров",,False,,,
,Air Weapons L1 Require:\n   Nothing,"Вооружение воздушных войск, уровень 1\n   Нет требований",,False,,,
,Air Weapons L2 Require:\n   Fleet Beacon,"Вооружение воздушных войск, уровень 2\n   Требуется маяк флотилии",,False,,,
,Air Weapons L3 Require:\n   Fleet Beacon,"Вооружение воздушных войск, уровень 3\n   Требуется маяк флотилии",,False,,,
,Ground Armor L1 Requires:\n   Nothing,"Броня наземных войск, уровень 1\n   Нет требований",,False,,,
,Ground Armor L2 Requires:\n   Templar Archives,"Броня наземных войск, уровень 2\n   Требуются архивы тамплиеров",,False,,,
,Ground Armor L3 Requires:\n   Templar Archives,"Броня наземных войск, уровень 3\n   Требуются архивы тамплиеров",,False,,,
,Air Armor L1 Requires:\n   Nothing,"Броня воздушных войск, уровень 1\n   Нет требований",,False,,,
,Air Armor L2 Requires:\n   Fleet Beacon,"Броня воздушных войск, уровень 2\n   Требуется маяк флотилии",,False,,,
,Air Armor L3 Requires:\n   Fleet Beacon,"Броня воздушных войск, уровень 3\n   Требуется маяк флотилии",,False,,,
,Shields L1 Require:\n   Nothing,"Щиты, уровень 1\n   Нет требований",,False,,,
,Shields L2 Require:\n   Cybernetics Core,"Щиты, уровень 2\n   Требуется кибернетическое ядро",,False,,,
,Shields L3 Require:\n   Cybernetics Core,"Щиты, уровень 3\n   Требуется кибернетическое ядро",,False,,,
,Recruit,Новобранец,,False,,,
,Private,Рядовой,,False,,,
,Corporal,Капрал,,False,,,
,Specialist,Специалист,,False,,,
,Sergeant,Сержант,,False,,,
,First Sergeant,Первый сержант,,False,,,
,Master Sergeant,Старший сержант,,False,,,
,Warrant Officer,Уоррент-офицер,,False,,,
,Captain,Капитан,,False,,,
,Major,Майор,,False,,,
,Lt Commander,Капитан-лейтенант,,False,,,
,Sergeant Major,Сержант-майор,,False,,,
,Colonel,Полковник,,False,,,
,Commodore,Командор,,False,,,
,Marshal,Шериф,,False,,,
,Lieutenant,Лейтенант,,False,,,
,General,Генерал,,False,,,
,Captain Raynor,Капитан Рейнор,,False,,,
,General Duke,Генерал Дюк,,False,,,
,Admiral,Адмирал,,False,,,
,Interceptors,Перехватчики,,False,,,
,ESC,ESC,,False,,,
,Morph to Zerglings,Мутировать в зерглингов,,False,,,
,Morph to Hydralisk,Мутировать в гидралиска,,False,,,
,Morph to Ultralisk,Мутировать в ультралиска,,False,,,
,Morph to Drone,Мутировать в рабочего,,False,,,
,Morph to Overlord,Мутировать в надзирателя,,False,,,
,Morph to Mutalisk,Мутировать в муталиска,,False,,,
,Morph to Queen,Мутировать в королеву,,False,,,
,Morph to Defiler,Мутировать в осквернителя,,False,,,
,Guardian Aspect,Guardian Aspect,,False,,,
,Morph to Scourge,Мутировать в слепня,,False,,,
,Train Infested Terran,Породить зараженного террана,,False,,,
,Train Marine,Обучить морпеха,,False,,,
,Train Ghost,Обучить призрака,,False,,,
,Train Firebat,Обучить огнеметчика,,False,,,
,Build Vulture,Построить «Стервятник»,,False,,,
,Build Goliath,Построить «Голиаф»,,False,,,
,Build Siege Tank,Построить осадный танк,,False,,,
,Build SCV,Построить КСМ,,False,,,
,Build Wraith,Построить «Мираж»,,False,,,
,Build Science Vessel,Построить научное судно,,False,,,
,Build Dropship,Построить десантный корабль,,False,,,
,Build Battlecruiser,Построить крейсер,,False,,,
,Arm Nuclear Silo,Зарядить ракетную шахту,,False,,,
,Build Observer,Вызвать наблюдатель,,False,,,
,Build Probe,Создать зонд,,False,,,
,Warp in Zealot,Вызвать зилота,,False,,,
,Warp in Dragoon,Вызвать драгуна,,False,,,
,Warp in High Templar,Вызвать высшего тамплиера,,False,,,
,Build Shuttle,Вызвать челнок,,False,,,
,Warp in Scout,Вызвать разведчик,,False,,,
,Warp in Arbiter,Вызвать «Арбитр»,,False,,,
,Warp in Carrier,Вызвать авианосец,,False,,,
,Build Interceptor,Создать перехватчик,,False,,,
,Build Reaver,Вызвать опустошитель,,False,,,
,Build Scarab,Создать скарабея,,False,,,
,Hire Merc Biker,Нанять элитного «Стервятника»,,False,,,
,Hire Merc Gunship,Нанять элитный корабль,,False,,,
,Hire Raider,Нанять рейдера,,False,,,
,Mutate into Hatchery,Мутировать в инкубатор,,False,,,
,Mutate into Creep Colony,Мутировать в колонию слизи,,False,,,
,Mutate into Extractor,Мутировать в экстрактор,,False,,,
,Mutate into Spawning Pool,Мутировать в омут рождения,,False,,,
,Mutate into Evolution Chamber,Мутировать в эволюционную камеру,,False,,,
,Mutate into Hydralisk Den,Мутировать в пещеру гидралисков,,False,,,
,Mutate into Nydus Canal,Мутировать в канал нидуса,,False,,,
,Mutate into Spire,Мутировать в шпиль,,False,,,
,Mutate into Queen's Nest,Мутировать в гнездо королев,,False,,,
,Mutate into Ultralisk Cavern,Мутировать в пещеру ультралисков,,False,,,
,Mutate into Defiler Mound,Мутировать в логово осквернителей,,False,,,
,Mutate into Lair,Мутировать в логово,,False,,,
,Mutate into Hive,Мутировать в улей,,False,,,
,Mutate into Greater Spire,Мутировать в шпиль величия,,False,,,
,Mutate into Spore Colony,Мутировать в споровую колонию,,False,,,
,Mutate into Sunken Colony,Мутировать в подземную колонию,,False,,,
,Place Nydus Canal Exit,Разместить выход канала нидуса,,False,,,
,Warp in Nexus,Вызвать нексус,,False,,,
,Warp in Pylon,Вызвать пилон,,False,,,
,Warp in Assimilator,Вызвать ассимилятор,,False,,,
,Warp in Gateway,Вызвать врата,,False,,,
,Warp in Forge,Вызвать оружейную,,False,,,
,Warp in Photon Cannon,Вызвать фотонную пушку,,False,,,
,Warp in Cybernetics Core,Вызвать кибернетическое ядро,,False,,,
,Warp in Shield Battery,Вызвать батарею щитов,,False,,,
,Warp in Robotics Facility,Вызвать завод робототехники,,False,,,
,Warp in Observatory,Вызвать обсерваторию,,False,,,
,Warp in Citadel of Adun,Вызвать цитадель Адуна,,False,,,
,Warp in Templar Archives,Вызвать архивы тамплиеров,,False,,,
,Warp in Stargate,Вызвать звездные врата,,False,,,
,Warp in Fleet Beacon,Вызвать маяк флотилии,,False,,,
,Warp in Arbiter Tribunal,Вызвать трибунал арбитров,,False,,,
,Warp in Robotics Support Bay,Вызвать робототехнический узел,,False,,,
,Build Command Center,Построить командный центр,,False,,,
,Build Supply Depot,Построить хранилище,,False,,,
,Build Refinery,Построить перерабатывающий завод,,False,,,
,Build Barracks,Построить казармы,,False,,,
,Build Engineering Bay,Построить инженерный комплекс,,False,,,
,Build Missile Turret,Построить ракетную турель,,False,,,
,Build Academy,Построить академию,,False,,,
,Build Bunker,Построить бункер,,False,,,
,Build Factory,Построить завод,,False,,,
,Build Starport,Построить космопорт,,False,,,
,Build Science Facility,Построить лабораторию,,False,,,
,Build Armory,Построить арсенал,,False,,,
,Build Comsat Station,Построить станцию слежения,,False,,,
,Build Nuclear Silo,Построить ракетную шахту,,False,,,
,Build Control Tower,Построить диспетчерскую вышку,,False,,,
,Build Covert Ops,Построить штаб спецопераций,,False,,,
,Build Physics Lab,Построить физическую лабораторию,,False,,,
,Build Machine Shop,Построить мастерскую,,False,,,
,Move,Двигаться,,False,,,
,Stop,Stop,,False,,,
,Attack,Attack,,False,,,
,Patrol,Patrol,,False,,,
,Way Points,Точки пути,,False,,,
,Land,Приземлить,,False,,,
,Liftoff,Поднять в воздух,,False,,,
,Set Rally Point,Установить точку сбора,,False,,,
,Select Larva,Выбрать личинок,,False,,,
,Gather,Добывать,,False,,,
,Return Cargo,Вернуть груз,,False,,,
,Build Structure,Возвести строение,,False,,,
,Repair,Repair,,False,,,
,Hold Position,Hold Position,,False,,,
,Recharge Shields,Recharge Shields,,False,,,
,Build Advanced Structure,Дополнительные строения,,False,,,
,Basic Mutation,Базовые мутации,,False,,,
,Advanced Mutation,Сложные мутации,,False,,,
,Advanced Morph,Дополнительные мутации,,False,,,
,Load,Загрузить,,False,,,
,Unload All,Выгрузить всех,,False,,,
,Place COP,Разместить COP,,False,,,
,ESC - Cancel,ESC - Отменить,,False,,,
,ESC - Cancel Construction,ESC - Отменить постройку,,False,,,
,ESC - Cancel Unit Training,ESC - Отменить обучение,,False,,,
,ESC - Cancel Upgrade,ESC - Отменить улучшение,,False,,,
,ESC - Cancel Research,ESC - Отменить исследование,,False,,,
,ESC - Cancel Last,ESC - Отменить последнее действие,,False,,,
,ESC - Cancel Addon,ESC - Отменить пристройку,,False,,,
,ESC - Cancel Morph,ESC - Отменить мутацию,,False,,,
,ESC - Cancel Mutation,ESC - Отменить мутацию,,False,,,
,ESC - Cancel Infestation,ESC - Отменить заражение,,False,,,
,ESC - Cancel Nuclear Strike,ESC - Отменить ядерный удар,,False,,,
,ESC - Halt Construction,ESC - Остановить постройку,,False,,,
,Ghost Requires:\n   Academy\n   Science Facility with\n   attached Covert Ops,Призрак\n   Требуются академия и лаборатория с пристроенным штабом спецопераций,,False,,,
,Firebat Requires:\n   Academy,Огнеметчик\n   Требуется академия,,False,,,
,Goliath Requires:\n   Armory,«Голиаф»\n   Требуется арсенал,,False,,,
,Siege Tank Requires:\n   Attached Machine Shop,Осадный танк\n   Требуется пристроенная мастерская,,False,,,
,Science Vessel Requires:\n   Attached Control Tower\n   Science Facility,Научное судно\n   Требуются пристроенная диспетчерская вышка и лаборатория,,False,,,
,Dropship Requires:\n   Attached Control Tower,Десантный корабль\n   Требуется пристроенная диспетчерская вышка,,False,,,
,Battlecruiser Requires:\n   Attached Control Tower\n   Science Facility with\n   attached Physics Lab,Крейсер\n   Требуются пристроенная диспетчерская вышка и лаборатория с пристроенной физической лабораторией,,False,,,
,Comsat Station Requires:\n   Academy,Станция слежения\n   Требуется академия,,False,,,
,Nuclear Silo Requires:\n   Science Facility with\n   attached Covert Ops,Ракетная шахта\n   Требуется лаборатория с пристроенным штабом спецопераций,,False,,,
