location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Develop Leg Enhancements\n(Faster Zealot movement),Desarrollar Piernas propulsoras\n(aumenta la velocidad de movimiento de los Zelots),,False,,,
,Upgrade Scarab Damage,Mejorar daño de Escarabajos,,False,,,
,Increase Reaver Capacity\n(+5 Max Scarabs),Aumentar capacidad de Hostigadores\n(+5 al máximo de Escarabajos),,False,,,
,Develop Gravitic Drive\n(Faster Shuttle movement),Desarrollar Motor gravitatorio\n(aumenta la velocidad de movimiento del Transbordador),,False,,,
,Develop Sensor Array\n(Increase Observer sight range),Desarrollar Matriz sensora\n(aumenta el campo visual de los Observadores),,False,,,
,Develop Gravitic Booster\n(Faster Observer movement),Desarrollar Propulsor gravitatorio\n(aumenta la velocidad de movimiento de los Observadores),,False,,,
,Develop Khaydarin Amulet\n(+50 Templar energy),Desarrollar Amuleto khaydarín\n(+50 de energía a los Templarios),,False,,,
,Develop Apial Sensors\n(Increase Scout sight range),Desarrollar Sensores apiales\n(aumenta el campo de visión de los Exploradores),,False,,,
,Develop Gravitic Thrusters\n(Faster Scout movement),Desarrollar Propulsores de gravedad\n(aumenta la velocidad de movimiento de los Exploradores),,False,,,
,Increase Carrier Capacity\n(+4 Max Interceptors),Aumentar la capacidad del Portanaves\n(+4 al máximo de Interceptores),,False,,,
,Develop Khaydarin Core\n(+50 Arbiter energy),Desarrollar Núcleo khaydarín\n(+50 de energía a los Árbitros),,False,,,
,Infantry Armor L1 Require:\n   Nothing,Armadura de infantería N1 - Requisitos:\n   Ninguno,,False,,,
,Infantry Armor L2 Require:\n   Science Facility,Armadura de infantería N2 - Requisitos:\n   Complejo científico,,False,,,
,Infantry Armor L3 Require:\n   Science Facility,Armadura de infantería N3 - Requisitos:\n   Complejo científico,,False,,,
,Infantry Weapons L1 Require:\n   Nothing,Armas de infantería N1 - Requisitos:\n   Ninguno,,False,,,
,Infantry Weapons L2 Require:\n   Science Facility,Armas de infantería N2 - Requisitos:\n   Complejo científico,,False,,,
,Infantry Weapons L3 Require:\n   Science Facility,Armas de infantería N3 - Requisitos:\n   Complejo científico,,False,,,
,Vehicle Weapons L1 Require:\n   Nothing,Armas de vehículos N1 - Requisitos:\n   Ninguno,,False,,,
,Vehicle Weapons L2 Require:\n   Science Facility,Armas de vehículos N2 - Requisitos:\n   Complejo científico,,False,,,
,Vehicle Weapons L3 Require:\n   Science Facility,Armas de vehículos N3 - Requisitos:\n   Complejo científico,,False,,,
,Vehicle Plating L1 Requires:\n   Nothing,Coraza de vehículo N1 - Requisitos:\n   Ninguno,,False,,,
,Vehicle Plating L2 Requires:\n   Science Facility,Coraza de vehículo N2 - Requisitos:\n   Complejo científico,,False,,,
,Vehicle Plating L3 Requires:\n   Science Facility,Coraza de vehículo N3 - Requisitos:\n   Complejo científico,,False,,,
,Ship Weapons L1 Require:\n   Nothing,Armas de nave N1 - Requisitos:\n   Ninguno,,False,,,
,Ship Weapons L2 Require:\n   Science Facility,Armas de nave N2 - Requisitos:\n   Complejo científico,,False,,,
,Ship Weapons L3 Require:\n   Science Facility,Armas de nave N3 - Requisitos:\n   Complejo científico,,False,,,
,Ship Plating L1 Requires:\n   Nothing,Coraza de nave N1 - Requisitos:\n   Ninguno,,False,,,
,Ship Plating L2 Requires:\n   Science Facility,Coraza de nave N2 - Requisitos:\n   Complejo científico,,False,,,
,Ship Plating L3 Requires:\n   Science Facility,Coraza de nave N3 - Requisitos:\n   Complejo científico,,False,,,
,Melee Attacks L1 Require:\n   Nothing,Ataques de melé N1 - Requisitos:\n   Ninguno,,False,,,
,Melee Attacks L2 Require:\n   Lair,Ataques de melé N2 - Requisitos:\n   Guarida,,False,,,
,Melee Attacks L3 Require:\n   Hive,Ataques de melé N3 - Requisitos:\n   Colmena,,False,,,
,Missile Attacks L1 Require:\n   Nothing,Ataques de misil N1 - Requisitos:\n   Ninguno,,False,,,
,Missile Attacks L2 Require:\n   Lair,Ataques de misil N2 - Requisitos:\n   Guarida,,False,,,
,Missile Attacks L3 Require:\n   Hive,Ataques de misil N3 - Requisitos:\n   Colmena,,False,,,
,Carapace L1 Requires:\n   Nothing,Caparazón N1 - Requisitos:\n   Ninguno,,False,,,
,Carapace L2 Requires:\n   Lair,Caparazón N2 - Requisitos:\n   Guarida,,False,,,
,Carapace L3 Requires:\n   Hive,Caparazón N3 - Requisitos:\n   Colmena,,False,,,
,Flyer Attacks L1 Require:\n   Nothing,Ataques de unidades aéreas N1 - Requisitos:\n   Ninguno,,False,,,
,Flyer Attacks L2 Require:\n   Lair,Ataques de unidades aéreas N2 - Requisitos:\n   Guarida,,False,,,
,Flyer Attacks L3 Require:\n   Hive,Ataques de unidades aéreas N3 - Requisitos:\n   Colmena,,False,,,
,Flyer Carapace L1 Requires:\n   Nothing,Caparazón de unidad aérea N1 - Requisitos:\n   Ninguno,,False,,,
,Flyer Carapace L2 Requires:\n   Lair,Caparazón de unidad aérea N2 - Requisitos:\n   Guarida,,False,,,
,Flyer Carapace L3 Requires:\n   Hive,Caparazón de unidad aérea N3 - Requisitos:\n   Colmena,,False,,,
,Adrenal Glands Require:\n   Hive,Glándulas adrenales - Requisitos:\n   Colmena,,False,,,
,Ground Weapons L1 Require:\n   Nothing,Armas terrestres N1 - Requisitos:\n   Ninguno,,False,,,
,Ground Weapons L2 Require:\n   Templar Archives,Armas terrestres N2 - Requisitos:\n   Archivos templarios,,False,,,
,Ground Weapons L3 Require:\n   Templar Archives,Armas terrestres N3 - Requisitos:\n   Archivos templarios,,False,,,
,Air Weapons L1 Require:\n   Nothing,Armas aéreas N1 - Requisitos:\n   Ninguno,,False,,,
,Air Weapons L2 Require:\n   Fleet Beacon,Armas aéreas N2 - Requisitos:\n   Faro de la flota,,False,,,
,Air Weapons L3 Require:\n   Fleet Beacon,Armas aéreas N3 - Requisitos:\n   Faro de la flota,,False,,,
,Ground Armor L1 Requires:\n   Nothing,Armadura terrestre N1 - Requisitos:\n   Ninguno,,False,,,
,Ground Armor L2 Requires:\n   Templar Archives,Armadura terrestre N2 - Requisitos:\n   Archivos templarios,,False,,,
,Ground Armor L3 Requires:\n   Templar Archives,Armadura terrestre N3 - Requisitos:\n   Archivos templarios,,False,,,
,Air Armor L1 Requires:\n   Nothing,Armadura aérea N1 - Requisitos:\n   Ninguno,,False,,,
,Air Armor L2 Requires:\n   Fleet Beacon,Armadura aérea N2 - Requisitos:\n   Faro de la flota,,False,,,
,Air Armor L3 Requires:\n   Fleet Beacon,Armadura aérea N3 - Requisitos:\n   Faro de la flota,,False,,,
,Shields L1 Require:\n   Nothing,Escudos N1 - Requisitos:\n   Ninguno,,False,,,
,Shields L2 Require:\n   Cybernetics Core,Escudos N2 - Requisitos:\n   Núcleo cibernético,,False,,,
,Shields L3 Require:\n   Cybernetics Core,Escudos N3 - Requisitos:\n   Núcleo cibernético,,False,,,
,Recruit,Recluta,,False,,,
,Private,Soldado,,False,,,
,Corporal,Cabo,,False,,,
,Specialist,Especialista,,False,,,
,Sergeant,Sargento,,False,,,
,First Sergeant,Sargento primero,,False,,,
,Master Sergeant,Sargento viceprimero,,False,,,
,Warrant Officer,Suboficial,,False,,,
,Captain,Capitán,,False,,,
,Major,Sargento mayor,,False,,,
,Lt Commander,Teniente comandante,,False,,,
,Sergeant Major,Sargento mayor,,False,,,
,Colonel,Coronel,,False,,,
,Commodore,Comodoro,,False,,,
,Marshal,Mariscal,,False,,,
,Lieutenant,Teniente,,False,,,
,General,General,,False,,,
,Captain Raynor,Capitán Raynor,,False,,,
,General Duke,General Duke,,False,,,
,Admiral,Almirante,,False,,,
,Interceptors,Interceptores,,False,,,
,ESC,ESC,,False,,,
,Morph to Zerglings,Transformar en Zerguezno,,False,,,
,Morph to Hydralisk,Transformar en Hidralisco,,False,,,
,Morph to Ultralisk,Transformar en Ultralisco,,False,,,
,Morph to Drone,Transformar en Obrero,,False,,,
,Morph to Overlord,Transformar en Amo supremo,,False,,,
,Morph to Mutalisk,Transformar en Mutalisco,,False,,,
,Morph to Queen,Transformar en Reina,,False,,,
,Morph to Defiler,Transformar en Profanador,,False,,,
,Morph to Scourge,Transformar en Azote,,False,,,
,Train Infested Terran,Entrenar Terran infestado,,False,,,
,Train Marine,Entrenar Marine,,False,,,
,Train Ghost,Entrenar Fantasma,,False,,,
,Train Firebat,Entrenar Murciélago de fuego,,False,,,
,Build Vulture,Construir Buitre,,False,,,
,Build Goliath,Construir Goliat,,False,,,
,Build Siege Tank,Construir Tanque de asedio,,False,,,
,Build SCV,Construir VCE,,False,,,
,Build Wraith,Construir Ánima,,False,,,
,Build Science Vessel,Construir Navío científico,,False,,,
,Build Dropship,Construir Nave de transporte,,False,,,
,Build Battlecruiser,Construir Crucero de batalla,,False,,,
,Arm Nuclear Silo,Armar Silo nuclear,,False,,,
,Build Observer,Construir Observador,,False,,,
,Build Probe,Construir Sonda,,False,,,
,Warp in Zealot,Transposicionar Zelot,,False,,,
,Warp in Dragoon,Transposicionar Dragún,,False,,,
,Warp in High Templar,Transposicionar Alto templario,,False,,,
,Build Shuttle,Construir Transbordador,,False,,,
,Warp in Scout,Transposicionar Explorador,,False,,,
,Warp in Arbiter,Transposicionar Árbitro,,False,,,
,Warp in Carrier,Transposicionar Portanaves,,False,,,
,Build Interceptor,Construir Interceptor,,False,,,
,Build Reaver,Construir Hostigador,,False,,,
,Build Scarab,Construir Escarabajo,,False,,,
,Hire Merc Biker,Contratar Mercenario motociclista,,False,,,
,Hire Merc Gunship,Contratar Nave de combate mercenaria,,False,,,
,Hire Raider,Contratar Rebelde,,False,,,
,Mutate into Hatchery,Mutar en Larvario,,False,,,
,ESC - Cancel Upgrade,ESC - Cancelar mejora,,False,,,
,Mutate into Creep Colony,Mutar en Colonia de talo,,False,,,
,Mutate into Extractor,Mutar en Extractor,,False,,,
,Mutate into Spawning Pool,Mutar en Estanque de engendración,,False,,,
,Mutate into Evolution Chamber,Mutar en Cámara de evolución,,False,,,
,Mutate into Hydralisk Den,Mutar en Cubil de Hidraliscos,,False,,,
,Mutate into Nydus Canal,Mutar en Canal Nydus,,False,,,
,Mutate into Spire,Mutar en Espira,,False,,,
,Mutate into Queen's Nest,Mutar en Nido de la reina,,False,,,
,Mutate into Ultralisk Cavern,Mutar en Cavernas de Ultraliscos,,False,,,
,Mutate into Defiler Mound,Mutar en Túmulo de Profanadores,,False,,,
,Mutate into Lair,Mutar en Guarida,,False,,,
,Mutate into Hive,Mutar en Colmena,,False,,,
,Mutate into Greater Spire,Mutar en Espira mayor,,False,,,
,Mutate into Spore Colony,Mutar en Colonia de esporas,,False,,,
,Mutate into Sunken Colony,Mutar en Colonia sumergida,,False,,,
,Place Nydus Canal Exit,Colocar Salida de Canal Nydus,,False,,,
,Warp in Nexus,Transposicionar Nexo,,False,,,
,Warp in Pylon,Transposicionar Pilón,,False,,,
,Warp in Assimilator,Transposicionar Asimilador,,False,,,
,Warp in Gateway,Transposicionar Portal,,False,,,
,Warp in Forge,Transposicionar Forja,,False,,,
,Warp in Photon Cannon,Transposicionar Cañón de fotones,,False,,,
,Warp in Cybernetics Core,Transposicionar Núcleo cibernético,,False,,,
,Warp in Shield Battery,Transposicionar Batería de escudos,,False,,,
,Warp in Robotics Facility,Transposicionar Complejo de robótica,,False,,,
,Warp in Observatory,Transposicionar Observatorio,,False,,,
,Warp in Citadel of Adun,Transposicionar Ciudadela de Adún,,False,,,
,Warp in Templar Archives,Transposicionar Archivos templarios,,False,,,
,Warp in Stargate,Transposicionar Portal estelar,,False,,,
,Warp in Fleet Beacon,Transposicionar Faro de la flota,,False,,,
,Warp in Arbiter Tribunal,Transposicionar Tribunal de Árbitros,,False,,,
,Warp in Robotics Support Bay,Transposicionar Plataforma de apoyo robótico,,False,,,
,Build Command Center,Construir Centro de mando,,False,,,
,Build Supply Depot,Construir Depósito de suministros,,False,,,
,Build Refinery,Construir Refinería,,False,,,
,Build Barracks,Construir Cuartel,,False,,,
,Build Engineering Bay,Construir Centro de ingeniería,,False,,,
,Build Missile Turret,Construir Torreta de misiles,,False,,,
,Build Academy,Construir Academia,,False,,,
,Build Bunker,Construir Búnker,,False,,,
,Build Factory,Construir Fábrica,,False,,,
,Build Starport,Construir Puerto estelar,,False,,,
,Build Science Facility,Construir Complejo científico,,False,,,
,Build Armory,Construir Armería,,False,,,
,Build Comsat Station,Construir Estación satelital,,False,,,
,Build Nuclear Silo,Construir Silo nuclear,,False,,,
,Build Control Tower,Construir Torre de control,,False,,,
,Build Covert Ops,Construir Operaciones encubiertas,,False,,,
,Build Physics Lab,Construir Laboratorio de física,,False,,,
,Build Machine Shop,Construir Taller de maquinaria,,False,,,
,Move,Mover,,False,,,
,Stop,Detener,,False,,,
,Attack,Atacar,,False,,,
,Patrol,Patrullar,,False,,,
,Hold Position,Mantener posición,,False,,,
,Way Points,Coordenadas,,False,,,
,Land,Aterrizar,,False,,,
,Liftoff,Despegar,,False,,,
,Set Rally Point,Establecer punto de reunión,,False,,,
,Recharge Shields,Recargar escudos,,False,,,
,Select Larva,Seleccionar Larva,,False,,,
,Gather,Recolectar,,False,,,
,Return Cargo,Devolver cargamento,,False,,,
,Repair,Reparar,,False,,,
,Build Structure,Construir estructura,,False,,,
,Build Advanced Structure,Construir estructura avanzada,,False,,,
,Basic Mutation,Mutación básica,,False,,,
,Advanced Mutation,Mutación avanzada,,False,,,
,Advanced Morph,Transformación avanzada,,False,,,
,Load,Cargar,,False,,,
,Unload All,Descargar todo,,False,,,
,Place COP,Colocar COP,,False,,,
,ESC - Cancel,ESC - Cancelar,,False,,,
,ESC - Cancel Construction,ESC - Cancelar construcción,,False,,,
,ESC - Cancel Unit Training,ESC - Cancelar entrenamiento de unidad,,False,,,
,ESC - Cancel Research,ESC - Cancelar investigación,,False,,,
,ESC - Cancel Last,ESC - Cancelar última,,False,,,
,ESC - Cancel Addon,ESC - Cancelar anexo,,False,,,
,ESC - Cancel Morph,ESC - Cancelar transformación,,False,,,
,ESC - Cancel Mutation,ESC - Cancelar mutación,,False,,,
,ESC - Cancel Infestation,ESC - Cancelar infestación,,False,,,
,ESC - Cancel Nuclear Strike,ESC - Cancelar ataque nuclear,,False,,,
,ESC - Halt Construction,ESC - Detener construcción,,False,,,
,Ghost Requires:\n   Academy\n   Science Facility with\n   attached Covert Ops,Fantasma - Requisitos:\n   Academia\n   Complejo científico con\n   Operaciones encubiertas anexado,,False,,,
,Firebat Requires:\n   Academy,Murciélago de fuego - Requisitos:\n   Academia,,False,,,
,Goliath Requires:\n   Armory,Goliat - Requisitos:\n   Armería,,False,,,
,Siege Tank Requires:\n   Attached Machine Shop,Tanque de asedio - Requisitos:\n   Taller de maquinaria anexado,,False,,,
,Science Vessel Requires:\n   Attached Control Tower\n   Science Facility,Navío científico - Requisitos:\n   Torre de control anexada\n   Complejo científico,,False,,,
,Dropship Requires:\n   Attached Control Tower,Nave de transporte - Requisitos:\n   Torre de control anexada,,False,,,
,Battlecruiser Requires:\n   Attached Control Tower\n   Science Facility with\n   attached Physics Lab,Crucero de batalla - Requisitos:\n   Torre de control anexada\n   Complejo científico con\n   Laboratorio de física anexado,,False,,,
,Comsat Station Requires:\n   Academy,Estación satelital - Requisitos:\n   Academia,,False,,,
,Nuclear Silo Requires:\n   Science Facility with\n   attached Covert Ops,Silo nuclear - Requisitos:\n   Complejo científico con\n   Operaciones encubiertas anexado,,False,,,
,Barracks Requires:\n   Command Center,Cuartel - Requisitos:\n   Centro de mando,,False,,,
,Academy Requires:\n   Barracks,Academia - Requisitos:\n   Cuartel,,False,,,
,Factory Requires:\n   Barracks,Fábrica - Requisitos:\n   Cuartel,,False,,,
,Starport Requires:\n   Factory,Puerto estelar - Requisitos:\n   Fábrica,,False,,,
,Science Facility Requires:\n   Starport,Complejo científico - Requisitos:\n   Puerto estelar,,False,,,
,Engineering Bay Requires:\n   Command Center,Centro de ingeniería - Requisitos:\n   Centro de mando,,False,,,
,Armory Requires:\n   Factory,Armería - Requisitos:\n   Fábrica,,False,,,
,Missile Turret Requires:\n   Engineering Bay,Torreta de misiles - Requisitos:\n   Centro de ingeniería,,False,,,
,Bunker Requires:\n   Barracks,Búnker - Requisitos:\n   Cuartel,,False,,,
,Dragoon Requires:\n   Cybernetics Core,Dragún - Requisitos:\n   Núcleo cibernético,,False,,,
,Templar Requires:\n   Templar Archives,Templario - Requisitos:\n   Archivos templarios,,False,,,
,Arbiter Requires:\n   Arbiter Tribunal,Árbitro - Requisitos:\n   Tribunal de Árbitros,,False,,,
,Carrier Requires:\n   Fleet Beacon,Portanaves - Requisitos:\n   Faro de la flota,,False,,,
,Reaver Requires:\n   Robotics Support Bay,Hostigador - Requisitos:\n   Plataforma de apoyo robótico,,False,,,
,Observer Requires:\n   Observatory,Observador - Requisitos:\n   Observatorio,,False,,,
,Gateway Requires:\n   Nexus,Portal - Requisitos:\n   Nexo,,False,,,
,Forge Requires:\n   Nexus,Forja - Requisitos:\n   Nexo,,False,,,
,Photon Cannon Requires:\n   Forge,Cañón de fotones - Requisitos:\n   Forja,,False,,,
,Shield Battery Requires:\n   Gateway,Batería de escudos - Requisitos:\n   Portal,,False,,,
,Cybernetics Core Requires:\n   Gateway,Núcleo cibernético - Requisitos:\n   Portal,,False,,,
,Robotics Facility Requires:\n   Cybernetics Core,Complejo de robótica - Requisitos:\n   Núcleo cibernético,,False,,,
,Stargate Requires:\n   Cybernetics Core,Portal estelar - Requisitos:\n   Núcleo cibernético,,False,,,
,Citadel of Adun Requires:\n   Cybernetics Core,Ciudadela de Adún - Requisitos:\n   Núcleo cibernético,,False,,,
,Observatory Requires:\n   Robotics Facility,Observatorio - Requisitos:\n   Complejo de robótica,,False,,,
,Robotics Support Bay Requires:\n   Robotics Facility,Plataforma de apoyo robótico - Requisitos:\n   Complejo de robótica,,False,,,
,Fleet Beacon Requires:\n   Stargate,Faro de la flota - Requisitos:\n   Portal estelar,,False,,,
,Templar Archives Require:\n   Citadel of Adun,Archivos templarios - Requisitos:\n   Ciudadela de Adún,,False,,,
,Arbiter Tribunal Requires:\n   Stargate\n   Templar Archives,Tribunal de Árbitros - Requisitos:\n   Portal estelar\n   Archivos templarios,,False,,,
,Zerglings Require:\n   Spawning Pool,Zerguezno - Requisitos:\n   Estanque de engendración,,False,,,
,Hydralisk Requires:\n   Hydralisk Den,Hidralisco - Requisitos:\n   Cubil de Hidraliscos,,False,,,
,Ultralisk Requires:\n   Ultralisk Cavern,Ultralisco - Requisitos:\n   Caverna de Ultraliscos,,False,,,
,Mutalisk Requires:\n   Spire,Mutalisco - Requisitos:\n   Espira,,False,,,
,Guardian Aspect Requires:\n   Greater Spire,Aspecto de Guardián - Requisitos:\n   Espira mayor,,False,,,
,Queen Requires:\n   Queen's Nest,Reina - Requisitos:\n   Nido de la reina,,False,,,
,Defiler Requires:\n   Defiler Mound,Profanador - Requisitos:\n   Túmulo de Profanadores,,False,,,
,Scourge Require:\n   Spire,Azote - Requisitos:\n   Espira,,False,,,
,Lair Requires:\n   Spawning Pool,Guarida - Requisitos:\n   Estanque de engendración,,False,,,
,Hive Requires:\n   Queen's Nest,Colmena - Requisitos:\n   Nido de la reina,,False,,,
,Nydus Canal Requires:\n   Hive,Canal Nydus - Requisitos:\n   Colmena,,False,,,
,Hydralisk Den Requires:\n   Spawning Pool,Cubil de Hidraliscos - Requisitos:\n   Estanque de engendración,,False,,,
,Spire Requires:\n   Lair,Espira - Requisitos:\n   Guarida,,False,,,
,Greater Spire Requires:\n   Hive,Espira mayor - Requisitos:\n   Colmena,,False,,,
,Queen's Nest Requires:\n   Lair,Nido de la reina - Requisitos:\n   Guarida,,False,,,
,Evolution Chamber Requires:\n   Hatchery,Cámara de evolución - Requisitos:\n   Larvario,,False,,,
,Ultralisk Cavern Requires:\n   Hive,Caverna de Ultraliscos - Requisitos:\n   Colmena,,False,,,
,Defiler Mound Requires:\n   Hive,Túmulo de Profanadores - Requisitos:\n   Colmena,,False,,,
,Spawning Pool Requires:\n   Hatchery,Estanque de engendración - Requisitos:\n   Larvario,,False,,,
,Spore Colony Requires:\n   Evolution Chamber,Colonia de esporas - Requisitos:\n   Cámara de evolución,,False,,,
,Sunken Colony Requires:\n   Spawning Pool,Colonia sumergida - Requisitos:\n   Estanque de engendración,,False,,,
,Carrier Attack:\n   Build Interceptors,Ataque de Portanaves:\n   Construir Interceptores,,False,,,
,Reaver Attack:\n   Build Scarabs,Ataque de Hostigador:\n   Construir Escarabajos,,False,,,
,Nuclear Strike Requires:\n   Armed Nuclear Silo,Ataque nuclear - Requisitos:\n   Silo nuclear armado,,False,,,
,Not Implemented,Sin implementar,,False,,,
,mk,mk,,False,,,
,Kills:,Eliminaciones:,,False,,,
,Evolving,Evolucionando,,False,,,
,Upgrading,Mejorando,,False,,,
,Researching,Investigando,,False,,,
,Developing,Desarrollando,,False,,,
,Morphing,Transformando,,False,,,
,Building,Construyendo,,False,,,
,Opening Warp Gate,Transposicionando,,False,,,
,Damage:,Daño:,,False,,,
,Armor:,Armadura:,,False,,,
,Shields:,Escudos:,,False,,,
,Mining Delay:,Demora de minería:,,False,,,
,Production,Producción,,False,,,
,Unit Ptr:,Puntero de unidad:,,False,,,
,Current Order:,Orden actual:,,False,,,
,Next Order:,Próxima orden:,,False,,,
,'% Complete','% completado',,False,,,
,Order:,Orden:,,False,,,
,Mutating,Mutando,,False,,,
,Adding On,Anexando,,False,,,
,Opening Warp Rift,Abriendo Fisura de transposición,,False,,,
,Summoning,Fusionando,,False,,,
,Scarabs,Escarabajos,,False,,,
,Nukes,Misiles nucleares,,False,,,
,Next Level:,Próximo nivel:,,False,,,
,Minerals:,Minerales:,,False,,,
,Vespene Gas:,Gas vespeno:,,False,,,
,Depleted,Agotado,,False,,,
,Under Construction,En construcción,,False,,,
,Cancel Morph (%s),Cancelar transformación (%s),,False,,,
,Cancel Construction (%s),Cancelar construcción (%s),,False,,,
,Cancel Warp (%s),Cancelar transposición (%s),,False,,,
,Cancel Upgrade,Cancelar mejora,,False,,,
,Cancel Research,Cancelar investigación,,False,,,
,Cancel Morph,Cancel transformación,,False,,,
,Unload Unit (%s),Descargar unidad (%s),,False,,,
,Units to go,Unidades restantes,,False,,,
,Click: Select Unit\nShift+Click: Deselect Unit\nCtrl+Click: Select Unit Type,Clic: Seleccionar unidad\nMayús+clic: Deseleccionar unidad\nCtrl+clic: Seleccionar tipo de unidad,,False,,,
,Show Terrain in Minimap (Tab),Mostrar el terreno en el minimapa (Tab),,False,,,
,Hide Terrain in Minimap (Tab),Ocultar el terreno en el minimapa (Tab),,False,,,
,Diplomacy,Diplomacia,,False,,,
,Messaging,Enviando mensaje,,False,,,
,Game Menu (F10),Menú del juego (F10),,False,,,
,Control Provided:,Control otorgado:,,False,,,
,Supplies Provided:,Suministros otorgados:,,False,,,
,Psi Provided:,E. psiónica otorgada:,,False,,,
,Total Control:,Total de control:,,False,,,
,Total Supplies:,Total de suministros:,,False,,,
,Total Psi:,E. psiónica total:,,False,,,
,Control Used:,Control utilizado:,,False,,,
,Supplies Used:,Suministros utilizados:,,False,,,
,Psi Used:,E. psiónica utilizada:,,False,,,
,Control Max:,Control máximo:,,False,,,
,Supplies Max:,Suministros máximos:,,False,,,
,Psi Max:,E. psiónica máxima:,,False,,,
,Parasite Detected,Parásito detectado,,False,,,
,Disabled,Desactivado,,False,,,
,Unpowered,Sin energía,,False,,,
,Detector,Detector,,False,,,
,Units,Unidades,,False,,,
,Resources,Recursos,,False,,,
,Kills,Eliminaciones,,False,,,
,Score,Puntaje,,False,,,
,Resources to go,Recursos restantes,,False,,,
,Kills to go,Eliminaciones restantes,,False,,,
,Score to go,Puntaje restante,,False,,,
,Nowhere to return to...can't return.,No hay a dónde regresar... imposible regresar.,,False,,,
,Too many underlings...create more Overlords.,Demasiados subordinados... crea más Amos supremos.,,False,,,
,Not enough supplies...build more Supply Depots.,Suministros insuficientes... construye más Depósitos de suministros.,,False,,,
,Not enough psi...build more Pylons.,Energía psiónica insuficiente... construye más Pilones.,,False,,,
,Underling limit exceeded.,Se ha excedido el límite de subordinados.,,False,,,
,Supply limit exceeded.,Se ha excedido el límite de suministros.,,False,,,
,Psi limit exceeded.,Se ha excedido el límite de energía psiónica.,,False,,,
,Not enough minerals...mine more minerals.,Minerales insuficientes... extrae más minerales.,,False,,,
,Not enough Vespene gases....harvest more gas.,Gas vespeno insuficiente... recolecta más gas.,,False,,,
,You can't build next to minerals or geysers.,No puedes construir al lado de minerales o géisers.,,False,,,
,An undetected unit is in the way.,Una unidad no detectada te impide el paso.,,False,,,
,You can't build off the map.,No puedes construir fuera del mapa.,,False,,,
,You can't build near the edge of the map.,No puedes construir cerca del borde del mapa.,,False,,,
,You can't build there.,No puedes construir ahí.,,False,,,
,You must explore there first.,"Primero, debes explorar esa ubicación.",,False,,,
,You must currently be able to see the location.,La ubicación debe ser visible.,,False,,,
,"Could not build there, find a Vespene Geyser to build on.","No se pudo construir ahí, encuentra un géiser de gas vespeno sobre el cual construir.",,False,,,
,You must build on the Creep.,Debes construir sobre talo.,,False,,,
,You must build near a Pylon.,Debes construir cerca de un Pilón.,,False,,,
,Couldn't reach the building site.,No se pudo llegar al sitio de construcción.,,False,,,
,You can't land there.,No puedes aterrizar ahí.,,False,,,
,Not enough energy.,Energía insuficiente.,,False,,,
,Nothing to harvest. Find a Mine or a Vespene Geyser.,No hay nada que recolectar. Encuentra una Mina o un Géiser de gas vespeno.,,False,,,
,"Nothing to harvest. Find a Mine, or build a Refinery at a Vespene Geyser.",No hay nada que recolectar. Encuentra una Mina o construye una Refinería sobre un Géiser de gas vespeno.,,False,,,
,"Nothing to harvest. Find a Mine, or build an Assimilator at a Vespene Geyser.",No hay nada que recolectar. Encuentra una Mina o construye un Asimilador sobre un Géiser de gas vespeno.,,False,,,
,Must target severely damaged Terran Command Center.,El objetivo debe ser un Centro de mando terran dañado gravemente.,,False,,,
,Unit's waypoint list is full.,La lista de puntos de encuentro de la unidad está llena.,,False,,,
,Unable to add order.,No se pudo agregar la orden.,,False,,,
,"Running low on orders, your last order was not processed.","Quedan pocas órdenes, la última orden que enviaste no se procesó..",,False,,,
,Not enough life remaining.,Vida restante insuficiente.,,False,,,
,Vespene Geyser depleted.,Géiser de vespeno agotado.,,False,,,
,Invalid target.,Objetivo no válido.,,False,,,
,Unable to target structure.,No se puede establecer esa estructura como objetivo.,,False,,,
,Must target units.,El objetivo debe ser una unidad.,,False,,,
,Unable to attack target.,No se puede atacar al objetivo.,,False,,,
,Must target mechanical units.,El objetivo debe ser una unidad mecánica.,,False,,,
,Must target damaged mechanical units or damaged complete buildings.,El objetivo debe ser una unidad mecánica dañada o una edificación completa dañada.,,False,,,
,Must target Terran units.,El objetivo debe ser una unidad terran.,,False,,,
,Must target non-robotic ground units.,El objetivo no puede ser una unidad robótica terrestre.,,False,,,
,Must target ground.,El objetivo debe ser el suelo.,,False,,,
,Target out of range.,El objetivo está fuera de alcance.,,False,,,
,Target is too close.,El objetivo está demasiado cerca.,,False,,,
,Can only pick up your own transportable units.,Solo puede cargar tus propias unidades transportables.,,False,,,
,Not enough room for unit.,No hay espacio suficiente para la unidad.,,False,,,
,Must gather from a Mineral Field or Vespene Geyser.,Debe recolectar de un Campo de minerales o un Géiser de gas vespeno.,,False,,,
,Morph an Extractor there first.,"Primero, transforma un Extractor ahí.",,False,,,
,Build a Refinery there first.,"Primero, construye una Refinería ahí.",,False,,,
,Build an Assimilator there first.,"Primero, construye un Asimilador ahí.",,False,,,
,Must gather gases from your own geyser.,Debes recolectar gas de tu propio géiser.,,False,,,
,Units in stasis can't be targeted.,Las unidades en estasis no pueden ser objetivos.,,False,,,
,Must target non-hovering ground units.,El objetivo debe ser una unidad terrestre que no flote.,,False,,,
