location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Develop Leg Enhancements\n(Faster Zealot movement),레그 인핸스먼트\n(질럿 이동 속도 증가),,False,,,
,Upgrade Scarab Damage,스캐럽 공격력 증가,,False,,,
,Increase Reaver Capacity\n(+5 Max Scarabs),리버 수용력 증가\n(최대 스캐럽 +5),,False,,,
,Develop Gravitic Drive\n(Faster Shuttle movement),그래비틱 드라이브 개발\n(셔틀 이동 속도 증가),,False,,,
,Develop Sensor Array\n(Increase Observer sight range),센서 어레이 개발\n(옵저버 시야 범위 증가),,False,,,
,Develop Khaydarin Amulet\n(+50 Templar energy),케이다린 아뮬렛 개발\n(템플러 에너지 +50),,False,,,
,Develop Apial Sensors\n(Increase Scout sight range),에이피얼 센서 개발\n(스카우트 시야 범위 증가),,False,,,
,Develop Gravitic Thrusters\n(Faster Scout movement),그래비틱 스러스터 개발\n(스카우트 이동 속도 증가),,False,,,
,Increase Carrier Capacity\n(+4 Max Interceptors),캐리어 수용력 증가\n(최대 인터셉터 +4),,False,,,
,Infantry Armor L3 Require:\n   Science Facility,인펀트리 아머 3단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Infantry Armor L2 Require:\n   Science Facility,인펀트리 아머 2단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Infantry Weapons L1 Require:\n   Nothing,인펀트리 웨픈 1단계 요구 사항:\n   없음,,False,,,
,Infantry Weapons L2 Require:\n   Science Facility,인펀트리 웨픈 2단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Infantry Weapons L3 Require:\n   Science Facility,인펀트리 웨픈 3단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Vehicle Weapons L1 Require:\n   Nothing,비히클 웨픈 1단계 요구 사항:\n   없음,,False,,,
,Vehicle Weapons L2 Require:\n   Science Facility,비히클 웨픈 2단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Vehicle Weapons L3 Require:\n   Science Facility,비히클 웨픈 3단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Vehicle Plating L1 Requires:\n   Nothing,비히클 플레이팅 1단계 요구 사항:\n   없음,,False,,,
,Vehicle Plating L2 Requires:\n   Science Facility,비히클 플레이팅 2단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Vehicle Plating L3 Requires:\n   Science Facility,비히클 플레이팅 3단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Ship Weapons L1 Require:\n   Nothing,쉽 웨픈 1단계 요구 사항:\n   없음,,False,,,
,Ship Weapons L2 Require:\n   Science Facility,쉽 웨픈 2단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Ship Weapons L3 Require:\n   Science Facility,쉽 웨픈 3단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Ship Plating L1 Requires:\n   Nothing,쉽 플레이팅 1단계 요구 사항:\n   없음,,False,,,
,Ship Plating L2 Requires:\n   Science Facility,쉽 플레이팅 2단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Ship Plating L3 Requires:\n   Science Facility,쉽 플레이팅 3단계 요구 사항:\n   사이언스 퍼실리티,,False,,,
,Melee Attacks L2 Require:\n   Lair,밀리 어택 2단계 요구 사항:\n   레어,,False,,,
,Melee Attacks L3 Require:\n   Hive,밀리 어택 3단계 요구 사항:\n   하이브,,False,,,
,Missile Attacks L1 Require:\n   Nothing,미사일 어택 1단계 요구 사항:\n   없음,,False,,,
,Missile Attacks L2 Require:\n   Lair,미사일 어택 2단계 요구 사항:\n   레어,,False,,,
,Carapace L1 Requires:\n   Nothing,캐러페이스 1단계 요구 사항:\n   없음,,False,,,
,Carapace L2 Requires:\n   Lair,캐러페이스 2단계 요구 사항:\n   레어,,False,,,
,Carapace L3 Requires:\n   Hive,캐러페이스 3단계 요구 사항:\n   하이브,,False,,,
,Flyer Attacks L1 Require:\n   Nothing,플라이어 어택 1단계 요구 사항:\n   없음,,False,,,
,Flyer Attacks L2 Require:\n   Lair,플라이어 어택 1단계 요구 사항:\n   레어,,False,,,
,Flyer Attacks L3 Require:\n   Hive,플라이어 어택 3단계 요구 사항:\n   하이브,,False,,,
,Flyer Carapace L1 Requires:\n   Nothing,플라이어 캐러페이스 1단계 요구 사항:\n   없음,,False,,,
,Flyer Carapace L2 Requires:\n   Lair,플라이어 캐러페이스 2단계 요구 사항:\n   레어,,False,,,
,Flyer Carapace L3 Requires:\n   Hive,플라이어 캐러페이스 3단계 요구 사항:\n   하이브,,False,,,
,Adrenal Glands Require:\n   Hive,아드레날 글랜즈 요구 사항:\n   하이브,,False,,,
,Ground Weapons L1 Require:\n   Nothing,그라운드 웨픈 1단계 요구 사항:\n   없음,,False,,,
,Ground Weapons L2 Require:\n   Templar Archives,그라운드 웨픈 2단계 요구 사항:\n   템플러 아카이브스,,False,,,
,Ground Weapons L3 Require:\n   Templar Archives,그라운드 웨픈 3단계 요구 사항:\n   템플러 아카이브스,,False,,,
,Air Weapons L1 Require:\n   Nothing,에어 웨픈 1단계 요구 사항:\n   없음,,False,,,
,Air Weapons L2 Require:\n   Fleet Beacon,에어 웨픈 2단계 요구 사항:\n   플릿 비콘,,False,,,
,Air Weapons L3 Require:\n   Fleet Beacon,에어 웨픈 3단계 요구 사항:\n   플릿 비콘,,False,,,
,Ground Armor L1 Requires:\n   Nothing,그라운드 아머 1단계 요구 사항:\n   없음,,False,,,
,Ground Armor L2 Requires:\n   Templar Archives,그라운드 아머 2단계 요구 사항:\n   템플러 아카이브스,,False,,,
,Ground Armor L3 Requires:\n   Templar Archives,그라운드 아머 3단계 요구 사항:\n   템플러 아카이브스,,False,,,
,Air Armor L1 Requires:\n   Nothing,에어 아머 1단계 요구 사항:\n   없음,,False,,,
,Air Armor L2 Requires:\n   Fleet Beacon,에어 아머 2단계 요구 사항:\n   플릿 비콘,,False,,,
,Air Armor L3 Requires:\n   Fleet Beacon,에어 아머 3단계 요구 사항:\n   플릿 비콘,,False,,,
,Shields L1 Require:\n   Nothing,쉴드 1단계 요구 조건:\n   없음,,False,,,
,Shields L2 Require:\n   Cybernetics Core,쉴드 2단계 요구 조건:\n   사이버네틱스 코어,,False,,,
,Shields L3 Require:\n   Cybernetics Core,보호막 3단계 요구 조건:\n   사이버네틱스 코어,,False,,,
,Recruit,신병,,False,,,
,Private,비공개,,False,,,
,Corporal,상병,,False,,,
,Specialist,전문가,,False,,,
,Sergeant,상사,,False,,,
,First Sergeant,중사,,False,,,
,Master Sergeant,정예근위병,,False,,,
,Warrant Officer,준위,,False,,,
,Captain,대위,,False,,,
,Major,소령,,False,,,
,Lt Commander,중령,,False,,,
,Colonel,대령,,False,,,
,Sergeant Major,원사,,False,,,
,Commodore,준장,,False,,,
,Marshal,보안관,,False,,,
,General,일반,,False,,,
,Lieutenant,부관,,False,,,
,Captain Raynor,레이너 대위,,False,,,
,General Duke,듀크 장군,,False,,,
,Admiral,제독,,False,,,
,Interceptors,인터셉터,,False,,,
,ESC,ESC,,False,,,
,Morph to Zerglings,저글링으로 변태,,False,,,
,Morph to Hydralisk,히드라리스크로 변태,,False,,,
,Morph to Ultralisk,울트라리스크로 변태,,False,,,
,Morph to Drone,드론으로 변태,,False,,,
,Morph to Overlord,오버로드로 변태,,False,,,
,Morph to Mutalisk,뮤탈리스크로 변태,,False,,,
,Guardian Aspect,가디언,,False,,,
,Morph to Queen,퀸으로 변태,,False,,,
,Morph to Defiler,디파일러로 변태,,False,,,
,Morph to Scourge,스컬지로 변태,,False,,,
,Train Infested Terran,인페스티드 테란 훈련,,False,,,
,Train Marine,마린 훈련,,False,,,
,Train Ghost,고스트 훈련,,False,,,
,Train Firebat,파이어뱃 훈련,,False,,,
,Build Vulture,벌쳐 생산,,False,,,
,Build Goliath,골리앗 생산,,False,,,
,Build Siege Tank,시즈 탱크 생산,,False,,,
,Build SCV,SCV 생산,,False,,,
,Build Wraith,레이스 생산,,False,,,
,Build Science Vessel,사이언스 베슬 생산,,False,,,
,Build Dropship,드롭십 생산,,False,,,
,Build Battlecruiser,배틀크루저 생산,,False,,,
,Arm Nuclear Silo,뉴클리어 사일로 무장,,False,,,
,Build Observer,옵저버 생산,,False,,,
,Build Probe,프로브 생산,,False,,,
,Warp in Zealot,질럿 소환,,False,,,
,Warp in Dragoon,드라군 소환,,False,,,
,Warp in High Templar,하이 템플러 소환,,False,,,
,Build Shuttle,셔틀 생산,,False,,,
,Warp in Scout,스카우트 소환,,False,,,
,Warp in Arbiter,아비터 소환,,False,,,
,Warp in Carrier,캐리어 소환,,False,,,
,Build Interceptor,인터셉터 생산,,False,,,
,Build Reaver,리버 생산,,False,,,
,Build Scarab,스캐럽 생산,,False,,,
,Hire Merc Biker,바이커 용병 고용 (B),,False,,,
,Hire Merc Gunship,무장 헬기 용병 고용 (G),,False,,,
,Hire Raider,습격자 고용 (R),,False,,,
,Mutate into Hatchery,해처리로 변이,,False,,,
,Mutate into Creep Colony,크립 콜로니로 변이,,False,,,
,Mutate into Extractor,익스트렉터로 변이,,False,,,
,Mutate into Spawning Pool,스포닝 풀로 변이,,False,,,
,Mutate into Evolution Chamber,에볼루션 체임버로 변이,,False,,,
,Mutate into Hydralisk Den,히드라리스크 덴으로 변이,,False,,,
,Mutate into Nydus Canal,나이더스 커널로 변이,,False,,,
,Mutate into Spire,스파이어로 변이,,False,,,
,Mutate into Queen's Nest,퀸스 네스트로 변이,,False,,,
,Mutate into Ultralisk Cavern,울트라리스크 캐번으로 변이,,False,,,
,Mutate into Defiler Mound,디파일러 마운드로 변이,,False,,,
,Mutate into Lair,레어로 변이,,False,,,
,Mutate into Hive,하이브로 변이,,False,,,
,Mutate into Greater Spire,그레이터 스파이어로 변이,,False,,,
,Mutate into Spore Colony,스포어 콜로니로 변이,,False,,,
,Mutate into Sunken Colony,성큰 콜로니로 변이,,False,,,
,Place Nydus Canal Exit,나이더스 커널 출구 배치,,False,,,
,Warp in Nexus,넥서스 소환,,False,,,
,Warp in Pylon,파일론 소환,,False,,,
,Warp in Assimilator,어시밀레이터 소환,,False,,,
,Warp in Gateway,게이트웨이 소환,,False,,,
,Warp in Forge,포지 소환,,False,,,
,Warp in Photon Cannon,포톤 캐논 소환,,False,,,
,Warp in Cybernetics Core,사이버네틱스 코어 소환,,False,,,
,Warp in Shield Battery,쉴드 배터리 소환,,False,,,
,Warp in Robotics Facility,로보틱스 퍼실리티 소환,,False,,,
,Warp in Observatory,옵서버토리 소환,,False,,,
,Warp in Citadel of Adun,시타델 오브 아둔 소환,,False,,,
,Warp in Templar Archives,템플러 아카이브스 소환,,False,,,
,Warp in Stargate,스타게이트 소환,,False,,,
,Warp in Fleet Beacon,플릿 비콘 소환,,False,,,
,Warp in Arbiter Tribunal,아비터 트라이뷰널 소환,,False,,,
,Warp in Robotics Support Bay,로보틱스 서포트 베이 소환,,False,,,
,Build Command Center,커맨드 센터 건설,,False,,,
,Build Supply Depot,서플라이 디포 건설,,False,,,
,Build Refinery,리파이너리 건설,,False,,,
,Build Barracks,배럭 건설,,False,,,
,Build Engineering Bay,엔지니어링 베이 건설,,False,,,
,Build Missile Turret,미사일 터렛 건설,,False,,,
,Build Academy,아카데미 건설,,False,,,
,Build Bunker,벙커 건설,,False,,,
,Build Factory,팩토리 건설,,False,,,
,Build Starport,스타포트 건설,,False,,,
,Build Science Facility,사이언스 퍼실리티 건설,,False,,,
,Build Armory,아머리 건설,,False,,,
,Build Comsat Station,콤샛 스테이션 건설,,False,,,
,Build Nuclear Silo,뉴클리어 사일로 건설,,False,,,
,Build Control Tower,컨트롤 타워 건설,,False,,,
,Build Covert Ops,코버트 옵스 건설,,False,,,
,Build Physics Lab,피직스 랩 건설,,False,,,
,Build Machine Shop,머신 샵 건설,,False,,,
,Move,이동,,False,,,
,Stop,정지,,False,,,
,Attack,공격,,False,,,
,Patrol,순찰,,False,,,
,Hold Position,위치 사수,,False,,,
,Way Points,이동 지점,,False,,,
,Land,착륙,,False,,,
,Liftoff,이륙,,False,,,
,Gather,채집,,False,,,
,Set Rally Point,집결 지점 설정,,False,,,
,Recharge Shields,리차지 쉴드,,False,,,
,Select Larva,라바 선택,,False,,,
,Return Cargo,자원 반환,,False,,,
,Repair,수리,,False,,,
,Build Structure,구조물 건설,,False,,,
,Build Advanced Structure,고급 구조물 건설,,False,,,
,Basic Mutation,기본 변이,,False,,,
,Advanced Mutation,고급 변이,,False,,,
,Advanced Morph,고급 변태,,False,,,
,Load,들이기,,False,,,
,Unload All,모두 내보내기,,False,,,
,Place COP,COP 배치,,False,,,
,ESC - Cancel,ESC - 취소,,False,,,
,ESC - Cancel Construction,ESC - 건설 취소,,False,,,
,ESC - Cancel Unit Training,ESC - 유닛 훈련 취소,,False,,,
,ESC - Cancel Upgrade,ESC - 업그레이드 취소,,False,,,
,ESC - Cancel Research,ESC - 연구 취소,,False,,,
,ESC - Cancel Last,ESC - 취소,,False,,,
,ESC - Cancel Addon,ESC - 부속건물 취소,,False,,,
,ESC - Cancel Morph,ESC - 변태 취소,,False,,,
,ESC - Cancel Mutation,ESC - 변이 취소,,False,,,
,ESC - Cancel Infestation,ESC - 감염 취소,,False,,,
,ESC - Cancel Nuclear Strike,ESC - 뉴클리어 스트라이크 취소,,False,,,
,ESC - Halt Construction,ESC - 건설 중지,,False,,,
,Ghost Requires:\n   Academy\n   Science Facility with\n   attached Covert Ops,고스트 요구 사항:\n   아카데미\n   사이언스 퍼실리티 및\n   부착된 코버트 옵스,,False,,,
,Firebat Requires:\n   Academy,파이어뱃 요구 사항:\n   아카데미,,False,,,
,Goliath Requires:\n   Armory,골리앗 요구 사항:\n   아머리,,False,,,
,Siege Tank Requires:\n   Attached Machine Shop,시즈 탱크 요구 사항:\n   부착된 머신 샵,,False,,,
,Science Vessel Requires:\n   Attached Control Tower\n   Science Facility,사이언스 베슬 요구 사항:\n   부착된 컨트롤 타워\n   사이언스 퍼실리티,,False,,,
,Dropship Requires:\n   Attached Control Tower,드롭십 요구 사항:\n   부착된 컨트롤 타워,,False,,,
,Battlecruiser Requires:\n   Attached Control Tower\n   Science Facility with\n   attached Physics Lab,배틀크루저 요구 사항:\n   부착된 컨트롤 타워\n   사이언스 퍼실리티 및\n   부착된 피직스 랩,,False,,,
,Comsat Station Requires:\n   Academy,콤샛 스테이션 요구 사항:\n   아카데미,,False,,,
,Nuclear Silo Requires:\n   Science Facility with\n   attached Covert Ops,뉴클리어 사일로 요구 사항:\n   사이언스 퍼실리티 및\n   부착된 코버트 옵스,,False,,,
,Barracks Requires:\n   Command Center,배럭스 건설 조건:\n   커맨드 센터,,False,,,
,Academy Requires:\n   Barracks,아카데미 건설 조건:\n   배럭스,,False,,,
,Factory Requires:\n   Barracks,팩토리 요구 조건:\n   배럭스,,False,,,
,Starport Requires:\n   Factory,스타포트 요구 사항:\n   팩토리,,False,,,
,Science Facility Requires:\n   Starport,사이언스 퍼실리티 요구 사항:\n   스타포트,,False,,,
,Engineering Bay Requires:\n   Command Center,엔지니어링 베이 요구 사항:\n   커맨드 센터,,False,,,
,Armory Requires:\n   Factory,아머리 건설 조건:\n 팩토리,,False,,,
,Missile Turret Requires:\n   Engineering Bay,미사일 터렛 요구 사항:\n   엔지니어링 베이,,False,,,
,Bunker Requires:\n   Barracks,벙커 요구 사항:\n   배럭스,,False,,,
,Dragoon Requires:\n   Cybernetics Core,드라군 요구 사항:\n   사이버네틱스 코어,,False,,,
,Templar Requires:\n   Templar Archives,템플러 요구 사항:\n   템플러 아카이브스,,False,,,
,Arbiter Requires:\n   Arbiter Tribunal,아비터 요구 사항:\n   아비터 트라이뷰널,,False,,,
,Carrier Requires:\n   Fleet Beacon,캐리어 요구 사항:\n   플릿 비콘,,False,,,
,Reaver Requires:\n   Robotics Support Bay,리버 요구 사항:\n   로보틱스 서포트 베이,,False,,,
,Observer Requires:\n   Observatory,옵저버 요구 사항:\n   옵저버토리,,False,,,
,Gateway Requires:\n   Nexus,게이트웨이 요구 사항:\n   넥서스,,False,,,
,Forge Requires:\n   Nexus,포지 요구 사항:\n   넥서스,,False,,,
,Photon Cannon Requires:\n   Forge,포톤 캐논 요구 사항:\n   포지,,False,,,
,Shield Battery Requires:\n   Gateway,쉴드 배터리 요구 사항:\n   게이트웨이,,False,,,
,Cybernetics Core Requires:\n   Gateway,사이버네틱스 코어 요구 사항:\n   게이트웨이,,False,,,
,Robotics Facility Requires:\n   Cybernetics Core,로보틱스 퍼실리티 요구 사항:\n   사이버네틱스 코어,,False,,,
,Mutalisk Requires:\n   Spire,뮤탈리스크 요구 사항:\n   스파이어,,False,,,
,Stargate Requires:\n   Cybernetics Core,스타게이트 요구 사항:\n   사이버네틱스 코어,,False,,,
,Citadel of Adun Requires:\n   Cybernetics Core,씨타델 오브 아둔 요구 사항:\n   사이버네틱스 코어,,False,,,
,Observatory Requires:\n   Robotics Facility,옵저버토리 요구 사항:\n   로보틱스 퍼실리티,,False,,,
,Robotics Support Bay Requires:\n   Robotics Facility,로보틱스 서포트 베이 요구 사항:\n   로보틱스 퍼실리티,,False,,,
,Fleet Beacon Requires:\n   Stargate,플릿 비콘 요구 사항:\n   스타게이트,,False,,,
,Templar Archives Require:\n   Citadel of Adun,템플러 아카이브스 요구 사항:\n   시타델 오브 아둔,,False,,,
,Arbiter Tribunal Requires:\n   Stargate\n   Templar Archives,아비터 트라이뷰널 요구 사항:\n   스타게이트\n   템플러 아카이브스,,False,,,
,Zerglings Require:\n   Spawning Pool,저글링 요구 사항:\n   스포닝 풀,,False,,,
,Hydralisk Requires:\n   Hydralisk Den,히드라 요구 사항:\n   히드라리스크 덴,,False,,,
,Ultralisk Requires:\n   Ultralisk Cavern,울트라리스크 요구 사항:\n   울트라리스크 캐번,,False,,,
,Guardian Aspect Requires:\n   Greater Spire,가디언 요구 사항:\n   그레이터 스파이어,,False,,,
,Queen Requires:\n   Queen's Nest,퀸 요구 사항:\n   퀸스 네스트,,False,,,
,Defiler Requires:\n   Defiler Mound,디파일러 요구 사항:\n   디파일러 마운드,,False,,,
,Scourge Require:\n   Spire,스컬지 요구 사항:\n   스파이어,,False,,,
,Lair Requires:\n   Spawning Pool,레어 요구 사항:\n   스포닝 풀,,False,,,
,Hive Requires:\n   Queen's Nest,하이브 요구 사항:\n   퀸스 네스트,,False,,,
,Nydus Canal Requires:\n   Hive,나이더스 커널 요구 사항:\n   하이브,,False,,,
,Hydralisk Den Requires:\n   Spawning Pool,히드라리스크 덴 요구 사항:\n   스포닝 풀,,False,,,
,Spire Requires:\n   Lair,스파이어 요구 사항:\n   레어,,False,,,
,Greater Spire Requires:\n   Hive,그레이터 스파이어 요구 사항:\n   하이브,,False,,,
,Queen's Nest Requires:\n   Lair,퀸스 네스트 요구 사항:\n   레어,,False,,,
,Evolution Chamber Requires:\n   Hatchery,에볼루션 체임버 요구 사항:\n   해처리,,False,,,
,Ultralisk Cavern Requires:\n   Hive,울트라리스크 캐번 요구 사항:\n   하이브,,False,,,
,Defiler Mound Requires:\n   Hive,디파일러 마운드 요구 사항:\n   하이브,,False,,,
,Spawning Pool Requires:\n   Hatchery,스포닝 풀 요구 사항:\n   해처리,,False,,,
,Not Implemented,구현 안 됨,,False,,,
,Spore Colony Requires:\n   Evolution Chamber,스포어 콜로니 요구 사항:\n   에볼루션 체임버,,False,,,
,Sunken Colony Requires:\n   Spawning Pool,성큰 콜로니 요구 사항:\n   스포닝 풀,,False,,,
,Carrier Attack:\n   Build Interceptors,캐리어 공격:\n   인터셉터 생산,,False,,,
,Reaver Attack:\n   Build Scarabs,리버 공격:\n   스캐럽 생산,,False,,,
,Nuclear Strike Requires:\n   Armed Nuclear Silo,뉴클리어 스트라이크 요구 사항:\n   무장한 뉴클리어 사일로,,False,,,
,mk,mk,,False,,,
,Kills:,처치:,,False,,,
,Evolving,진화 중,,False,,,
,Upgrading,업그레이드 중,,False,,,
,Researching,연구 중,,False,,,
,Developing,개발 중,,False,,,
,Morphing,변태 중,,False,,,
,Building,생산 중,,False,,,
,Opening Warp Gate,차원 관문 개방,,False,,,
,Damage:,공격력:,,False,,,
,Armor:,장갑:,,False,,,
,Shields:,보호막:,,False,,,
,Mining Delay:,채광 지연:,,False,,,
,Production,생산,,False,,,
,Unit Ptr:,유닛 PTR:,,False,,,
,Current Order:,현재 순서:,,False,,,
,Next Order:,다음:,,False,,,
,'% Complete','% 완료',,False,,,
,Order:,명령:,,False,,,
,Mutating,변이 중,,False,,,
,Adding On,부착 중,,False,,,
,Opening Warp Rift,차원 균열 개방,,False,,,
,Summoning,소환 중,,False,,,
,Scarabs,스캐럽,,False,,,
,Nukes,핵,,False,,,
,Next Level:,다음 레벨:,,False,,,
,Minerals:,미네랄:,,False,,,
,Vespene Gas:,베스핀 가스:,,False,,,
,Depleted,소진됨,,False,,,
,Under Construction,건설 중,,False,,,
,Cancel Morph (%s),변태 취소 (%s),,False,,,
,Cancel Construction (%s),건설 취소 (%s),,False,,,
,Cancel Warp (%s),소환 취소 (%s),,False,,,
,Cancel Upgrade,업그레이드 취소,,False,,,
,Cancel Research,연구 취소,,False,,,
,Cancel Morph,변태 취소,,False,,,
,Unload Unit (%s),유닛 내보내기 (%s),,False,,,
,Click: Select Unit\nShift+Click: Deselect Unit\nCtrl+Click: Select Unit Type,클릭: 유닛 선택\nShift+클릭: 유닛 선택 해제\nCtrl+클릭: 유닛 유형 선택,,False,,,
,Show Terrain in Minimap (Tab),미니맵에 지형 보이기 (Tab),,False,,,
,Hide Terrain in Minimap (Tab),미니맵에서 지형 숨기기 (Tab),,False,,,
,Diplomacy,외교,,False,,,
,Messaging,메시지,,False,,,
,Game Menu (F10),게임 메뉴 (F10),,False,,,
,Control Provided:,제어 제공:,,False,,,
,Supplies Provided:,보급품 공급:,,False,,,
,Psi Provided:,사이오닉 공급:,,False,,,
,Total Control:,총 제어:,,False,,,
,Total Supplies:,총 보급품:,,False,,,
,Total Psi:,총 사이오닉:,,False,,,
,Control Used:,제어 사용:,,False,,,
,Supplies Used:,사용한 보급품,,False,,,
,Psi Used:,사용한 사이오닉:,,False,,,
,Control Max:,최대 제어:,,False,,,
,Supplies Max:,보급품 한도:,,False,,,
,Psi Max:,사이오닉 한도:,,False,,,
,Parasite Detected,패러사이트 탐지,,False,,,
,Disabled,비활성화됨,,False,,,
,Unpowered,전력 차단됨,,False,,,
,Detector,디텍터,,False,,,
,Units,유닛,,False,,,
,Resources,자원,,False,,,
,Kills,처치,,False,,,
,Score,점수,,False,,,
,Units to go,이동할 유닛,,False,,,
,Resources to go,남은 자원,,False,,,
,Kills to go,남은 처치 수,,False,,,
,Score to go,남은 점수,,False,,,
,Nowhere to return to...can't return.,돌아갈 곳이 없어서 돌아갈 수 없습니다.,,False,,,
,Too many underlings...create more Overlords.,부하가 너무 많습니다. 오버로드를 더 생산하십시오.,,False,,,
,Not enough supplies...build more Supply Depots.,보급품이 부족합니다. 서플라이 디포를 더 건설하십시오.,,False,,,
,Not enough psi...build more Pylons.,사이오닉 에너지가 부족합니다. 파일론을 더 건설하십시오.,,False,,,
,Underling limit exceeded.,유닛 수 제한을 초과했습니다.,,False,,,
,Supply limit exceeded.,보급품 한도를 초과했습니다.,,False,,,
,Psi limit exceeded.,사이오닉 한도를 초과했습니다.,,False,,,
,Not enough minerals...mine more minerals.,미네랄이 부족합니다. 미네랄을 더 채취하십시오.,,False,,,
,Not enough Vespene gases....harvest more gas.,베스핀 가스가 부족합니다... 가스를 더 채취하십시오.,,False,,,
,You can't build next to minerals or geysers.,미네랄 또는 가이저 바로 옆에는 지을 수 없습니다.,,False,,,
,An undetected unit is in the way.,탐지되지 않은 유닛이 있습니다.,,False,,,
,You can't build off the map.,지도 밖에는 건설할 수 없습니다.,,False,,,
,You can't build near the edge of the map.,지도 모서리에는 건설할 수 없습니다.,,False,,,
,You can't build there.,그곳에는 지을 수 없습니다.,,False,,,
,You must explore there first.,먼저 탐사해야 합니다.,,False,,,
,You must currently be able to see the location.,해당 위치의 시야를 확보해야 합니다.,,False,,,
,"Could not build there, find a Vespene Geyser to build on.",베스핀 가이저에 지어야 합니다.,,False,,,
,You must build on the Creep.,점막 위에 지어야 합니다.,,False,,,
,You must build near a Pylon.,파일론 근처에 지어야 합니다.,,False,,,
,Couldn't reach the building site.,건설 지역에 도달할 수 없습니다.,,False,,,
,You can't land there.,그곳에는 지을 수 없습니다.,,False,,,
,Not enough energy.,에너지가 부족합니다.,,False,,,
,Nothing to harvest. Find a Mine or a Vespene Geyser.,채취할 자원이 없습니다. 광물 또는 베스핀 가이저를 찾으십시오.,,False,,,
,Goliath Turret,골리앗 터렛,,False,,,
,"Nothing to harvest. Find a Mine, or build an Assimilator at a Vespene Geyser.",채취할 자원이 없습니다. 광물을 찾거나 베스핀 가이저에 어시밀레이터를 건설하십시오.,,False,,,
,Must target severely damaged Terran Command Center.,심각하게 손상된 테란 커맨드 센터를 대상으로 해야 합니다.,,False,,,
,Unit's waypoint list is full.,유닛 이동 지점 목록이 가득 찼습니다.,,False,,,
,Unable to add order.,지시를 추가할 수 없습니다.,,False,,,
,"Running low on orders, your last order was not processed.",명령이 지연되고 있습니다. 마지막 명령이 수행되지 않았습니다.,,False,,,
,Not enough life remaining.,남은 체력이 부족합니다.,,False,,,
,Vespene Geyser depleted.,베스핀 간헐천이 소진되었습니다.,,False,,,
,Invalid target.,잘못된 대상입니다.,,False,,,
,Unable to target structure.,구조물을 대상으로 할 수 없습니다.,,False,,,
,Must target units.,유닛을 대상으로 해야 합니다.,,False,,,
,Unable to attack target.,대상을 공격할 수 없습니다.,,False,,,
,Must target mechanical units.,기계 유닛을 대상으로 해야 합니다.,,False,,,
,Must target damaged mechanical units or damaged complete buildings.,피해 받은 기계 유닛 또는 건설이 완료된 피해 받은 건물을 대상으로 해야 합니다.,,False,,,
,Must target Terran units.,테란 유닛을 대상으로 해야 합니다.,,False,,,
,Must target non-robotic ground units.,기계가 아닌 지상 유닛을 대상으로 해야 합니다.,,False,,,
,Must target ground.,지면을 대상으로 해야 합니다.,,False,,,
,Target out of range.,대상이 사거리를 벗어났습니다.,,False,,,
,Target is too close.,대상이 너무 가깝습니다.,,False,,,
,Can only pick up your own transportable units.,수송 가능한 자신의 유닛만 태울 수 있습니다.,,False,,,
,Not enough room for unit.,공간이 부족합니다.,,False,,,
,Must gather from a Mineral Field or Vespene Geyser.,미네랄 필드 또는 베스핀 가이저에서 채취해야 합니다.,,False,,,
,Morph an Extractor there first.,먼저 익스트랙터로 변태해야 합니다.,,False,,,
,Build a Refinery there first.,먼저 리파이너리를 건설해야 합니다.,,False,,,
,Build an Assimilator there first.,먼저 어시밀레이터를 건설해야 합니다.,,False,,,
,Must gather gases from your own geyser.,가스는 자신의 가이저에서 채취해야 합니다.,,False,,,
,Units in stasis can't be targeted.,정지장 안의 유닛은 대상으로 할 수 없습니다.,,False,,,
,Must target non-hovering ground units.,움직이지 않는 지상 유닛을 대상으로 해야 합니다.,,False,,,
,Must target passable terrain.,통과 가능한 지형을 대상으로 해야 합니다.,,False,,,
,Die,죽음,,False,,,
,Fizzle,전소,,False,,,
,Guard,방어,,False,,,
,Player Guard,플레이어 보호,,False,,,
,Turret Guard,포탑 방어,,False,,,
,Train,훈련,,False,,,
,Bunker Guard,벙커 보호,,False,,,
,Ignore,무시,,False,,,
,Carrier Ignore,캐리어 무시,,False,,,
,Carrier Stop,캐리어 정지,,False,,,
,Reaver Stop,리버 정지,,False,,,
,Attack Unit,공격 유닛,,False,,,
,Attack Fixed Range,고정 사거리 공격,,False,,,
,Move Attack Unit,유닛 이동 공격,,False,,,
,Attack Tile,타일 공격,,False,,,
,Hover,부양,,False,,,
,Attack Move,공격 이동,,False,,,
,Atk Move EP,공격 이동 EP,,False,,,
,Harass Move,괴롭힘 이동,,False,,,
